,Country,Year,sex,age,suicides_no,population,suicides/100k pop,country-year, gdp_for_year ($) ,gdp_per_capita ($),generation,gdp_block($1e9),gdp_per_capita_block($1e9),Dystopia Residual,Economy (GDP per Capita),Family,Freedom,Generosity,Happiness Rank,Happiness Score,Health (Life Expectancy),Region,Standard Error,Trust (Government Corruption),dystopiaResidualBlock,familyBlock,freedomBlock,generosityBlock,happinessRankBlock,happinessScoreBlock,trustBlock,healthBlock
51,Austria,2015,male,15-24 years,61,519646,11.74,Austria2015,382065930308,46484,Millenials,260+,24874+,2.5332,1.33723,1.29704,0.62433,0.33088,13,7.2,0.8904200000000001,Western Europe,0.03751,0.18675999999999998,2.20 - 2.53,1.09+,0.52+,0.31+,0 - 40,6.29+,0.17+,0.79+
52,Austria,2015,female,55-74 years,100,998854,10.01,Austria2015,382065930308,46484,Boomers,260+,24874+,2.5332,1.33723,1.29704,0.62433,0.33088,13,7.2,0.8904200000000001,Western Europe,0.03751,0.18675999999999998,2.20 - 2.53,1.09+,0.52+,0.31+,0 - 40,6.29+,0.17+,0.79+
53,Austria,2015,female,35-54 years,79,1273034,6.21,Austria2015,382065930308,46484,Generation X,260+,24874+,2.5332,1.33723,1.29704,0.62433,0.33088,13,7.2,0.8904200000000001,Western Europe,0.03751,0.18675999999999998,2.20 - 2.53,1.09+,0.52+,0.31+,0 - 40,6.29+,0.17+,0.79+
54,Austria,2015,female,15-24 years,19,490742,3.87,Austria2015,382065930308,46484,Millenials,260+,24874+,2.5332,1.33723,1.29704,0.62433,0.33088,13,7.2,0.8904200000000001,Western Europe,0.03751,0.18675999999999998,2.20 - 2.53,1.09+,0.52+,0.31+,0 - 40,6.29+,0.17+,0.79+
55,Austria,2015,female,25-34 years,21,576661,3.64,Austria2015,382065930308,46484,Millenials,260+,24874+,2.5332,1.33723,1.29704,0.62433,0.33088,13,7.2,0.8904200000000001,Western Europe,0.03751,0.18675999999999998,2.20 - 2.53,1.09+,0.52+,0.31+,0 - 40,6.29+,0.17+,0.79+
56,Austria,2015,female,5-14 years,1,400831,0.25,Austria2015,382065930308,46484,Generation Z,260+,24874+,2.5332,1.33723,1.29704,0.62433,0.33088,13,7.2,0.8904200000000001,Western Europe,0.03751,0.18675999999999998,2.20 - 2.53,1.09+,0.52+,0.31+,0 - 40,6.29+,0.17+,0.79+
57,Austria,2015,male,5-14 years,1,421708,0.24,Austria2015,382065930308,46484,Generation Z,260+,24874+,2.5332,1.33723,1.29704,0.62433,0.33088,13,7.2,0.8904200000000001,Western Europe,0.03751,0.18675999999999998,2.20 - 2.53,1.09+,0.52+,0.31+,0 - 40,6.29+,0.17+,0.79+
58,Austria,2016,male,75+ years,212,307692,68.9,Austria2016,390799991147,46976,Silent,260+,24874+,2.6934299999999998,1.45038,1.0838299999999998,0.54355,0.32865,12,7.119,0.80565,Western Europe,0.1479999999999997,0.21348000000000003,2.53+,0.94 - 1.09,0.52+,0.31+,0 - 40,6.29+,0.17+,0.79+
59,Austria,2016,male,55-74 years,290,928992,31.22,Austria2016,390799991147,46976,Boomers,260+,24874+,2.6934299999999998,1.45038,1.0838299999999998,0.54355,0.32865,12,7.119,0.80565,Western Europe,0.1479999999999997,0.21348000000000003,2.53+,0.94 - 1.09,0.52+,0.31+,0 - 40,6.29+,0.17+,0.79+
60,Austria,2016,male,35-54 years,260,1281202,20.29,Austria2016,390799991147,46976,Generation X,260+,24874+,2.6934299999999998,1.45038,1.0838299999999998,0.54355,0.32865,12,7.119,0.80565,Western Europe,0.1479999999999997,0.21348000000000003,2.53+,0.94 - 1.09,0.52+,0.31+,0 - 40,6.29+,0.17+,0.79+
61,Austria,2016,male,25-34 years,86,605922,14.19,Austria2016,390799991147,46976,Millenials,260+,24874+,2.6934299999999998,1.45038,1.0838299999999998,0.54355,0.32865,12,7.119,0.80565,Western Europe,0.1479999999999997,0.21348000000000003,2.53+,0.94 - 1.09,0.52+,0.31+,0 - 40,6.29+,0.17+,0.79+
62,Austria,2016,female,75+ years,61,478267,12.75,Austria2016,390799991147,46976,Silent,260+,24874+,2.6934299999999998,1.45038,1.0838299999999998,0.54355,0.32865,12,7.119,0.80565,Western Europe,0.1479999999999997,0.21348000000000003,2.53+,0.94 - 1.09,0.52+,0.31+,0 - 40,6.29+,0.17+,0.79+
63,Austria,2016,male,15-24 years,58,525977,11.03,Austria2016,390799991147,46976,Millenials,260+,24874+,2.6934299999999998,1.45038,1.0838299999999998,0.54355,0.32865,12,7.119,0.80565,Western Europe,0.1479999999999997,0.21348000000000003,2.53+,0.94 - 1.09,0.52+,0.31+,0 - 40,6.29+,0.17+,0.79+
64,Austria,2016,female,55-74 years,99,1009403,9.81,Austria2016,390799991147,46976,Boomers,260+,24874+,2.6934299999999998,1.45038,1.0838299999999998,0.54355,0.32865,12,7.119,0.80565,Western Europe,0.1479999999999997,0.21348000000000003,2.53+,0.94 - 1.09,0.52+,0.31+,0 - 40,6.29+,0.17+,0.79+
65,Austria,2016,female,35-54 years,95,1273241,7.46,Austria2016,390799991147,46976,Generation X,260+,24874+,2.6934299999999998,1.45038,1.0838299999999998,0.54355,0.32865,12,7.119,0.80565,Western Europe,0.1479999999999997,0.21348000000000003,2.53+,0.94 - 1.09,0.52+,0.31+,0 - 40,6.29+,0.17+,0.79+
66,Austria,2016,female,15-24 years,22,488020,4.51,Austria2016,390799991147,46976,Millenials,260+,24874+,2.6934299999999998,1.45038,1.0838299999999998,0.54355,0.32865,12,7.119,0.80565,Western Europe,0.1479999999999997,0.21348000000000003,2.53+,0.94 - 1.09,0.52+,0.31+,0 - 40,6.29+,0.17+,0.79+
67,Austria,2016,female,25-34 years,18,585913,3.07,Austria2016,390799991147,46976,Millenials,260+,24874+,2.6934299999999998,1.45038,1.0838299999999998,0.54355,0.32865,12,7.119,0.80565,Western Europe,0.1479999999999997,0.21348000000000003,2.53+,0.94 - 1.09,0.52+,0.31+,0 - 40,6.29+,0.17+,0.79+
68,Belgium,2015,male,75+ years,177,392775,45.06,Belgium2015,455039563133,42830,Silent,260+,24874+,2.4148400000000003,1.30782,1.28566,0.5845,0.2225,19,6.937,0.8966700000000001,Western Europe,0.03595,0.2254,2.20 - 2.53,1.09+,0.52+,0.21 - 0.31,0 - 40,6.29+,0.17+,0.79+
69,Belgium,2015,male,35-54 years,529,1567729,33.74,Belgium2015,455039563133,42830,Generation X,260+,24874+,2.4148400000000003,1.30782,1.28566,0.5845,0.2225,19,6.937,0.8966700000000001,Western Europe,0.03595,0.2254,2.20 - 2.53,1.09+,0.52+,0.21 - 0.31,0 - 40,6.29+,0.17+,0.79+
70,Belgium,2015,male,55-74 years,353,1200170,29.41,Belgium2015,455039563133,42830,Boomers,260+,24874+,2.4148400000000003,1.30782,1.28566,0.5845,0.2225,19,6.937,0.8966700000000001,Western Europe,0.03595,0.2254,2.20 - 2.53,1.09+,0.52+,0.21 - 0.31,0 - 40,6.29+,0.17+,0.79+
71,Belgium,2015,male,25-34 years,161,728873,22.09,Belgium2015,455039563133,42830,Millenials,260+,24874+,2.4148400000000003,1.30782,1.28566,0.5845,0.2225,19,6.937,0.8966700000000001,Western Europe,0.03595,0.2254,2.20 - 2.53,1.09+,0.52+,0.21 - 0.31,0 - 40,6.29+,0.17+,0.79+
72,Belgium,2015,female,35-54 years,221,1534727,14.4,Belgium2015,455039563133,42830,Generation X,260+,24874+,2.4148400000000003,1.30782,1.28566,0.5845,0.2225,19,6.937,0.8966700000000001,Western Europe,0.03595,0.2254,2.20 - 2.53,1.09+,0.52+,0.21 - 0.31,0 - 40,6.29+,0.17+,0.79+
73,Belgium,2015,female,75+ years,87,616201,14.12,Belgium2015,455039563133,42830,Silent,260+,24874+,2.4148400000000003,1.30782,1.28566,0.5845,0.2225,19,6.937,0.8966700000000001,Western Europe,0.03595,0.2254,2.20 - 2.53,1.09+,0.52+,0.21 - 0.31,0 - 40,6.29+,0.17+,0.79+
74,Belgium,2015,female,55-74 years,176,1262327,13.94,Belgium2015,455039563133,42830,Boomers,260+,24874+,2.4148400000000003,1.30782,1.28566,0.5845,0.2225,19,6.937,0.8966700000000001,Western Europe,0.03595,0.2254,2.20 - 2.53,1.09+,0.52+,0.21 - 0.31,0 - 40,6.29+,0.17+,0.79+
75,Belgium,2015,male,15-24 years,93,671971,13.84,Belgium2015,455039563133,42830,Millenials,260+,24874+,2.4148400000000003,1.30782,1.28566,0.5845,0.2225,19,6.937,0.8966700000000001,Western Europe,0.03595,0.2254,2.20 - 2.53,1.09+,0.52+,0.21 - 0.31,0 - 40,6.29+,0.17+,0.79+
76,Belgium,2015,female,25-34 years,45,726357,6.2,Belgium2015,455039563133,42830,Millenials,260+,24874+,2.4148400000000003,1.30782,1.28566,0.5845,0.2225,19,6.937,0.8966700000000001,Western Europe,0.03595,0.2254,2.20 - 2.53,1.09+,0.52+,0.21 - 0.31,0 - 40,6.29+,0.17+,0.79+
